c-lovers fish & chips,49.3245337,-123.1074028,true
white spot,49.3240623,-123.1087802,true
kypriaki mediterranean grill,49.3240676,-123.1120326,false
pho garden,49.3235304,-123.1143513,false
mooyah,49.3233669,-123.1139196,false
la cucina,49.3237357,-123.1151229,false
jade garden kitchen,49.3236975,-123.1072957,false
la taqueria,49.3174516,-123.112028,false
pizza24,49.0510467,-122.3243144,false
red burrito,49.2862649,-123.1255073,false
naomi,49.1585992,-122.6667359,false
pizza pizza,49.2656704,-123.2542726,true
stackables,49.2655654,-123.254337,false
triple o's,49.2658558,-123.2544402,false
subway,49.090412,-123.078228,true
mcdonald's,49.1616399,-123.1358929,true
a&w,49.1540431,-123.12496,false
the old spaghetti factory,49.1343339,-123.0651422,true
the old spaghetti factory,49.1343339,-123.0651422,true
white spot,49.1717889,-123.1359234,true
church's texas chicken,49.1552993,-123.123732,false
quiznos,49.1321157,-123.0947566,true
taco del mar,49.1322997,-123.0914934,false
wings,49.1319272,-123.091692,false
panago pizza,49.090443,-123.0854968,false
non-stop pizza,49.0894108,-123.0802013,false
mcdonald's,49.0359205,-123.0691691,true
ihop,49.1644702,-123.1361623,true
empire seafood restaurant,49.1708265,-123.136968,false
italian tomato restaurant,49.1916327,-123.13096,false
kong's kitchen,49.1445825,-123.0923099,false
a&w,49.2267483,-123.128868,false
local public eatery,49.2835819,-123.1040678,false
earl's,49.1763527,-123.1318255,false
the deck kitchen + bar,49.190695,-123.139231,false
burger king,49.1912497,-123.1286598,true
james snacks,49.1810752,-123.1354747,false
book kyung ban jeoun & bk karaoke,49.2897934,-123.133067,false
new bhaia sweet shop and restaurant,49.2324291,-123.0903793,false
schnitzelhaus restaurant,49.1643491,-122.195644,false
grand seasons restaurant,49.2619903,-122.8905195,false
panago,49.2605857,-122.8892018,true
donair town,49.2618209,-122.8907685,false
sanpoutei ramen,49.1821943,-123.135486,false
mai's vietnamese restaurant,49.162471,-122.6580285,false
empire garden chinese restaurant,49.1621825,-122.6579445,false
mega donair,49.2718554,-122.8764461,false
freshslice pizza,49.0905017,-123.080352,false
de dutch,49.2723413,-122.789067,false
joker's pizzaria,49.2766562,-122.8310949,false
scan-delicious,49.284477,-123.065734,false
hashi sushi,49.1877145,-123.0806283,false
jimoco café & pasta,49.2639774,-122.7668003,false
pad thai restaurant,49.2305318,-122.689248,false
moxies bar & grill,49.1620011,-122.6659102,false
tim hortons drive thru,49.0475644,-122.3443764,false
wendy's,49.1960345,-123.1771649,true
thai hang,49.1957016,-123.1769158,false
bay sushi cafe,49.2821283,-123.116458,false
kung fu noodle,49.2820949,-123.116502,false
pokérrito,49.2826167,-123.1151176,false
dae ji,49.2826768,-123.1147158,false
sushi home,49.2826109,-123.114622,false
big bowl rice,49.2825668,-123.114555,false
marutama ra-men,49.2906033,-123.1333902,false
coasters express,49.0466415,-122.368639,false
hokkaido ramen santouka,49.2902063,-123.1337425,false
donair delight,49.2310818,-123.0061322,false
me + crepe,49.2315681,-123.00515,false
subway,49.231039,-123.006178,true
nando's,49.2307097,-123.007297,false
hon sushi,49.2311591,-123.006783,false
subway,49.1883248,-122.9517415,true
racebook,49.1865335,-122.955912,false
match,49.1865802,-122.9557712,false
shang noodle house,49.1866464,-122.9555872,false
kirin,49.1867104,-122.9554208,false
buffet,49.1858217,-122.956558,false
mcdonald's,49.1916994,-122.9502443,true
szechuan cuisine,49.2192759,-122.970412,false
myst asian fusion,49.2193536,-122.970685,false
subway,49.1912607,-122.947297,true
opa!,49.1911353,-122.9471654,false
sarpino's pizzeria,49.1564728,-122.2095408,false
boston pizza,49.1863895,-122.8474565,true
ricky's,49.1861186,-122.8474382,false
saison,49.1855201,-122.8475501,false
orange julius,49.1868482,-122.8490317,false
booster juice,49.1871184,-122.8490357,true
